Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
mperature [C]; Relative Humidity [%]; Global Horizontal Radiation [W/m2];  Diffuse Horizontal Radiation [W/m2]; Direct Horizontal Radiation [W/m2]
02.07.2009 07:00:00; 22.4; 76; 440; 94.0041; 345.996
02.07.2009 08:00:00; 24.4; 70; 587; 118.731; 468.269
02.07.2009 09:00:00; 25.3; 68; 712; 140.816; 571.184
02.07.2009 10:00:00; 26.7; 64; 798; 168.554; 629.446
02.07.2009 11:00:00; 28.2; 58; 852; 185.197; 666.803
02.07.2009 12:00:00; 29.6; 52; 797; 263.664; 533.336
02.07.2009 13:00:00; 30.1; 43; 847; 187.191; 659.809
02.07.2009 14:00:00; 31.4; 39; 752; 210.886; 541.114
02.07.2009 15:00:00; 27.2; 53; 391; 313.84; 77.1596
02.07.2009 16:00:00; 24.3; 59; 156; 148.28; 7.72045
02.07.2009 17:00:00; 25.1; 61; 256; 193.814; 62.1864
02.07.2009 18:00:00; 24; 66; 104; 96.8945; 7.10553
02.07.2009 19:00:00; 23; 67; 13; 12.752; 0.248004
02.07.2009 20:00:00; 22.2; 73; 0; 0; 0
02.07.2009 21:00:00; 22.1; 76; 0; 0; 0
02.07.2009 22:00:00; 21.4; 80; 0; 0; 0
02.07.2009 23:00:00; 20.3; 86; 0; 0; 0
03.07.2009 00:00:00; 20; 85; 0; 0; 0
03.07.2009 01:00:00; 19.7; 85; 0; 0; 0
03.07.2009 02:00:00; 19.6; 86; 0; 0; 0
03.07.2009 03:00:00; 19.4; 87; 0; 0; 0
03.07.2009 04:00:00; 19.5; 87; 0; 0; 0
03.07.2009 05:00:00; 19.6; 86; 35; 33.3196; 1.6804
03.07.2009 06:00:00; 20.2; 84; 77; 73.2287; 3.77135
03.07.2009 07:00:00; 20.9; 81; 156; 145.917; 10.0835
03.07.2009 08:00:00; 22.4; 75; 326; 261.834; 64.166
03.07.2009 09:00:00; 24.7; 70; 553; 276.413; 276.587
03.07.2009 10:00:00; 26; 66; 748; 220.088; 527.912
03.07.2009 11:00:00; 26.4; 64; 711; 311.546; 399.454
03.07.2009 12:00:00; 27; 59; 901; 159.477; 741.523
03.07.2009 13:00:00; 26.5; 50; 782; 252.507; 529.493
03.07.2009 14:00:00; 27.2; 55; 823; 145.671; 677.329
03.07.2009 15:00:00; 26.7; 56; 518; 288.623; 229.377
03.07.2009 16:00:00; 25; 63; 126; 120.961; 5.03936
03.07.2009 17:00:00; 21.2; 86; 28; 27.6682; 0.331788
03.07.2009 18:00:00; 20.8; 90; 47; 45.5465; 1.45345
03.07.2009 19:00:00; 20; 89; 23; 22.2203; 0.779674
03.07.2009 20:00:00; 19.8; 84; 0; 0; 0
03.07.2009 21:00:00; 19.6; 85; 0; 0; 0
03.07.2009 22:00:00; 19.5; 83; 0; 0; 0
03.07.2009 23:00:00; 19.7; 86; 0; 0; 0
04.07.2009 00:00:00; 19.5; 88; 0; 0; 0
04.07.2009 01:00:00; 19; 89; 0; 0; 0
04.07.2009 02:00:00; 19.4; 87; 0; 0; 0
04.07.2009 03:00:00; 19; 89; 0; 0; 0
04.07.2009 04:00:00; 19.5; 88; 0; 0; 0
04.07.2009 05:00:00; 20.9; 82; 134; 24.5257; 109.474
04.07.2009 06:00:00; 22.1; 79; 284; 61.1721; 222.828
04.07.2009 07:00:00; 23.3; 75; 459; 81.243; 377.757
04.07.2009 08:00:00; 24.5; 71; 612; 108.324; 503.676
04.07.2009 09:00:00; 25.6; 64; 734; 129.918; 604.082
04.07.2009 10:00:00; 26.3; 58; 818; 144.786; 673.214
04.07.2009 11:00:00; 27; 58; 723; 302.459; 420.541
04.07.2009 12:00:00; 27.2; 55; 822; 238.967; 583.033
04.07.2009 13:00:00; 28.4; 55; 740; 287.502; 452.498
04.07.2009 14:00:00; 29.1; 53; 652; 292.82; 359.18
04.07.2009 15:00:00; 28.4; 52; 637; 208.191; 428.809
04.07.2009 16:00:00; 28.3; 53; 466; 215.858; 250.142
04.07.2009 17:00:00; 26.1; 60; 100; 95.7637; 4.23627
04.07.2009 18:00:00; 24.7; 59; 78; 73.9894; 4.0106
04.07.2009 19:00:00; 23.8; 63; 39; 36.7467; 2.25331
04.07.2009 20:00:00; 23.2; 65; 0; 0; 0
04.07.2009 21:00:00; 22.7; 62; 0; 0; 0
04.07.2009 22:00:00; 22.1; 65; 0; 0; 0
04.07.2009 23:00:00; 21.3; 69; 0; 0; 0
05.07.2009 00:00:00; 20.6; 74; 0; 0; 0
05.07.2009 01:00:00; 20.4; 78; 0; 0; 0
05.07.2009 02:00:00; 19.9; 84; 0; 0; 0
05.07.2009 03:00:00; 19.3; 88; 0; 0; 0
05.07.2009 04:00:00; 19.9; 86; 0; 0; 0
05.07.2009 05:00:00; 21; 81; 82; 57.8859; 24.1141
05.07.2009 06:00:00; 22.9; 68; 301; 53.277; 247.723
05.07.2009 07:00:00; 23.5; 67; 452; 80.004; 371.996
05.07.2009 08:00:00; 24.1; 68; 607; 107.439; 499.561
05.07.2009 09:00:00; 24.4; 68; 604; 240.94; 363.06
05.07.2009 10:00:00; 25.3; 66; 691; 268.009; 422.991
05.07.2009 11:00:00; 26.5; 63; 811; 225.952; 585.048
05.07.2009 12:00:00; 24.4; 62; 510; 393.098; 116.902
05.07.2009 13:00:00; 22.1; 74; 153; 147.995; 5.00525
05.07.2009 14:00:00; 26.7; 61; 633; 304.322; 328.678
05.07.2009 15:00:00; 24.8; 63; 421; 312.994; 108.006
05.07.2009 16:00:00; 26.6; 52; 548; 147.806; 400.194
05.07.2009 17:00:00; 25.7; 57; 304; 183.68; 120.32
05.07.2009 18:00:00; 24.2; 62; 55; 53.0015; 1.99849
05.07.2009 19:00:00; 23.3; 67; 28; 26.8316; 1.16843
05.07.2009 20:00:00; 21.9; 71; 0; 0; 0
05.07.2009 21:00:00; 20.9; 71; 0; 0; 0
05.07.2009 22:00:00; 20.6; 75; 0; 0; 0
05.07.2009 23:00:00; 21; 75; 0; 0; 0
06.07.2009 00:00:00; 20.3; 80; 0; 0; 0
06.07.2009 01:00:00; 20.3; 79; 0; 0; 0
06.07.2009 02:00:00; 18.9; 85; 0; 0; 0
06.07.2009 03:00:00; 18.5; 87; 0; 0; 0
06.07.2009 04:00:00; 19; 85; 0; 0; 0
06.07.2009 05:00:00; 19.6; 85; 99; 51.1011; 47.8989
06.07.2009 06:00:00; 22.3; 76; 268; 74.312; 193.688
06.07.2009 07:00:00; 24.1; 72; 368; 154.422; 213.578
06.07.2009 08:00:00; 25.2; 63; 534; 167.87; 366.13
06.07.2009 09:00:00; 25.9; 59; 609; 235.97; 373.03
06.07.2009 10:00:00; 26.1; 59; 334; 308.427; 25.5731
06.07.2009 11:00:00; 27.1; 56; 579; 372.561; 206.439
06.07.2009 12:00:00; 21.7; 91; 87; 85.4197; 1.58026
06.07.2009 13:00:00; 20.6; 93; 82; 80.5613; 1.43869
06.07.2009 14:00:00; 21.3; 91; 189; 180.776; 8.22424
06.07.2009 15:00:00; 19.9; 94; 19; 18.9055; 0.0944721
06.07.2009 16:00:00; 18.7; 95; 27; 26.768; 0.231955
06.07.2009 17:00:00; 18.7; 93; 29; 28.6428; 0.357193
06.07.2009 18:00:00; 19.1; 94; 36; 35.1416; 0.858388
06.07.2009 19:00:00; 19; 93; 50; 46.2487; 3.75133
06.07.2009 20:00:00; 18.6; 91; 0; 0; 0
06.07.2009 21:00:00; 17.8; 93; 0; 0; 0
06.07.2009 22:00:00; 17.6; 94; 0; 0; 0
06.07.2009 23:00:00; 17.3; 94; 0; 0; 0
07.07.2009 00:00:00; 17.1; 95; 0; 0; 0
07.07.2009 01:00:00; 16.8; 95; 0; 0; 0
07.07.2009 02:00:00; 16.6; 95; 0; 0; 0
07.07.2009 03:00:00; 16.8; 94; 0; 0; 0
07.07.2009 04:00:00; 17.3; 93; 0; 0; 0
07.07.2009 05:00:00; 18.8; 87; 148; 26.196; 121.804
07.07.2009 06:00:00; 19.7; 81; 238; 98.5259; 139.474
07.07.2009 07:00:00; 21.6; 71; 458; 81.066; 376.934
07.07.2009 08:00:00; 23.4; 65; 610; 107.97; 502.03
07.07.2009 09:00:00; 24.5; 56; 741; 131.157; 609.843
07.07.2009 10:00:00; 25.6; 51; 825; 146.025; 678.975
07.07.2009 11:00:00; 26.2; 49; 860; 170.93; 689.07
07.07.2009 12:00:00; 26.9; 46; 797; 260.122; 536.878
07.07.2009 13:00:00; 27.5; 44; 854; 175.713; 678.287
07.07.2009 14:00:00; 28.5; 38; 755; 205.023; 549.977
07.07.2009 15:00:00; 27.8; 39; 475; 302.902; 172.098
07.07.2009 16:00:00; 26.1; 51; 220; 204.584; 15.4162
07.07.2009 17:00:00; 25.3; 50; 120; 113.874; 6.12571
07.07.2009 18:00:00; 24.6; 52; 28; 27.4792; 0.520766
07.07.2009 19:00:00; 22.4; 64; 7; 6.92591; 0.074093
07.07.2009 20:00:00; 20.7; 84; 0; 0; 0
07.07.2009 21:00:00; 17.7; 89; 0; 0; 0
07.07.2009 22:00:00; 17.4; 87; 0; 0; 0
07.07.2009 23:00:00; 16.1; 93; 0; 0; 0
08.07.2009 00:00:00; 15.8; 93; 0; 0; 0
08.07.2009 01:00:00; 15.8; 91; 0; 0; 0
08.07.2009 02:00:00; 15.6; 87; 0; 0; 0
08.07.2009 03:00:00; 15.6; 82; 0; 0; 0
08.07.2009 04:00:00; 15.4; 83; 0; 0; 0
08.07.2009 05:00:00; 15.7; 81; 22; 21.2919; 0.708126
08.07.2009 06:00:00; 16.1; 80; 96; 89.9742; 6.02578
08.07.2009 07:00:00; 17.5; 72; 241; 194.477; 46.5227
08.07.2009 08:00:00; 18.7; 68; 371; 255.857; 115.143
08.07.2009 09:00:00; 18.3; 66; 269; 250.131; 18.8685
08.07.2009 10:00:00; 19.4; 62; 383; 347.209; 35.7912
08.07.2009 11:00:00; 21; 52; 521; 382.051; 138.949
08.07.2009 12:00:00; 21.3; 50; 495; 392.048; 102.952
08.07.2009 13:00:00; 23.4; 46; 776; 254.677; 521.323
08.07.2009 14:00:00; 22.2; 47; 587; 326.835; 260.165
08.07.2009 15:00:00; 21.4; 48; 452; 307.997; 144.003
08.07.2009 16:00:00; 21.9; 49; 386; 249.896; 136.104
08.07.2009 17:00:00; 21.7; 47; 348; 160.47; 187.53
08.07.2009 18:00:00; 20.2; 52; 149; 122.669; 26.3305
08.07.2009 19:00:00; 19.1; 56; 33; 31.3391; 1.66085
08.07.2009 20:00:00; 18; 60; 0; 0; 0
08.07.2009 21:00:00; 17.2; 64; 0; 0; 0
08.07.2009 22:00:00; 17.4; 63; 0; 0; 0
08.07.2009 23:00:00; 17.8; 61; 0; 0; 0
09.07.2009 00:00:00; 17.2; 66; 0; 0; 0
09.07.2009 01:00:00; 17; 66; 0; 0; 0
09.07.2009 02:00:00; 16.7; 66; 0; 0; 0
09.07.2009 03:00:00; 15.9; 69; 0; 0; 0
09.07.2009 04:00:00; 16.8; 68; 0; 0; 0
09.07.2009 05:00:00; 17.3; 67; 137; 24.249; 112.751
09.07.2009 06:00:00; 18.6; 62; 297; 52.569; 244.431
09.07.2009 07:00:00; 20; 59; 469; 83.013; 385.987
09.07.2009 08:00:00; 21.2; 56; 635; 112.395; 522.605
09.07.2009 09:00:00; 21.7; 54; 570; 260.339; 309.661
09.07.2009 10:00:00; 22.8; 51; 839; 148.503; 690.497
09.07.2009 11:00:00; 22.8; 51; 753; 275.011; 477.989
09.07.2009 12:00:00; 24.1; 48; 894; 158.238; 735.762
09.07.2009 13:00:00; 23.5; 48; 802; 229.321; 572.679
09.07.2009 14:00:00; 24; 47; 803; 150.599; 652.401
09.07.2009 15:00:00; 23.9; 46; 454; 307.201; 146.799
09.07.2009 16:00:00; 21.7; 51; 409; 242.101; 166.899
09.07.2009 17:00:00; 22.2; 54; 265; 191.024; 73.9759
09.07.2009 18:00:00; 21; 59; 152; 122.488; 29.5121
09.07.2009 19:00:00; 17.4; 61; 25; 24.0377; 0.96228
09.07.2009 20:00:00; 16.4; 67; 0; 0; 0
09.07.2009 21:00:00; 15.9; 73; 0; 0; 0
09.07.2009 22:00:00; 14.7; 81; 0; 0; 0
09.07.2009 23:00:00; 14.8; 81; 0; 0; 0
10.07.2009 00:00:00; 15.3; 77; 0; 0; 0
10.07.2009 01:00:00; 15.6; 76; 0; 0; 0
10.07.2009 02:00:00; 16.6; 71; 0; 0; 0
10.07.2009 03:00:00; 16.4; 72; 0; 0; 0
10.07.2009 04:00:00; 16.1; 77; 0; 0; 0
10.07.2009 05:00:00; 16.3; 80; 41; 38.463; 2.53697
10.07.2009 06:00:00; 16.2; 85; 60; 57.6159; 2.3841
10.07.2009 07:00:00; 17.3; 81; 158; 147.407; 10.5928
10.07.2009 08:00:00; 18.4; 73; 204; 190.768; 13.2324
10.07.2009 09:00:00; 19.1; 70; 269; 250.063; 18.9368
10.07.2009 10:00:00; 19.5; 70; 361; 330.966; 30.0337
10.07.2009 11:00:00; 20.4; 63; 556; 375.864; 180.136
10.07.2009 12:00:00; 21.1; 58; 529; 390.357; 138.643
10.07.2009 13:00:00; 22.2; 55; 640; 346.725; 293.275
10.07.2009 14:00:00; 22.1; 50; 718; 237.91; 480.09
10.07.2009 15:00:00; 20.8; 51; 269; 249.991; 19.009
10.07.2009 16:00:00; 22.9; 48; 502; 186.133; 315.867
10.07.2009 17:00:00; 22.1; 49; 327; 171.012; 155.988
10.07.2009 18:00:00; 20; 49; 157; 122.16; 34.8401
10.07.2009 19:00:00; 18.5; 53; 29; 27.6916; 1.30842
10.07.2009 20:00:00; 17.6; 56; 0; 0; 0
10.07.2009 21:00:00; 17.2; 58; 0; 0; 0
10.07.2009 22:00:00; 16.2; 64; 0; 0; 0
10.07.2009 23:00:00; 15.5; 68; 0; 0; 0
11.07.2009 00:00:00; 15.5; 69; 0; 0; 0
11.07.2009 01:00:00; 14.9; 73; 0; 0; 0
11.07.2009 02:00:00; 14.3; 76; 0; 0; 0
11.07.2009 03:00:00; 13.3; 80; 0; 0; 0
11.07.2009 04:00:00; 14; 79; 0; 0; 0
11.07.2009 05:00:00; 16.1; 69; 83; 51.1053; 31.8947
11.07.2009 06:00:00; 16.6; 66; 147; 122.411; 24.5887
11.07.2009 07:00:00; 17.2; 65; 183; 168.734; 14.2662
11.07.2009 08:00:00; 18.6; 61; 535; 158.705; 376.295
11.07.2009 09:00:00; 19.6; 59; 562; 263.08; 298.92
11.07.2009 10:00:00; 20.8; 56; 859; 152.043; 706.957
11.07.2009 11:00:00; 21.5; 52; 736; 286.613; 449.387
11.07.2009 12:00:00; 21.3; 49; 758; 289.654; 468.346
11.07.2009 13:00:00; 20.6; 52; 346; 320.276; 25.7244
11.07.2009 14:00:00; 21.2; 49; 295; 274.876; 20.1238
11.07.2009 15:00:00; 21.7; 49; 521; 283.642; 237.358
11.07.2009 16:00:00; 21; 49; 335; 255.991; 79.0093
11.07.2009 17:00:00; 22.3; 47; 327; 170.207; 156.793
11.07.2009 18:00:00; 20.7; 49; 181; 118.586; 62.4139
11.07.2009 19:00:00; 18.7; 53; 29; 27.6766; 1.32343
11.07.2009 20:00:00; 16.3; 65; 0; 0; 0
11.07.2009 21:00:00; 15.2; 74; 0; 0; 0
11.07.2009 22:00:00; 14.7; 79; 0; 0; 0
11.07.2009 23:00:00; 14.4; 84; 0; 0; 0
12.07.2009 00:00:00; 14.1; 84; 0; 0; 0
12.07.2009 01:00:00; 13.3; 86; 0; 0; 0
12.07.2009 02:00:00; 12.9; 89; 0; 0; 0
12.07.2009 03:00:00; 12.7; 91; 0; 0; 0
12.07.2009 04:00:00; 13.1; 91; 0; 0; 0
12.07.2009 05:00:00; 16; 75; 128; 22.656; 105.344
12.07.2009 06:00:00; 18.3; 66; 293; 51.861; 241.139
12.07.2009 07:00:00; 20.4; 56; 467; 82.659; 384.341
12.07.2009 08:00:00; 21.7; 50; 620; 109.74; 510.26
12.07.2009 09:00:00; 22.6; 44; 752; 133.104; 618.896
12.07.2009 10:00:00; 23.6; 43; 818; 144.786; 673.214
12.07.2009 11:00:00; 24.6; 43; 864; 159.552; 704.448
12.07.2009 12:00:00; 24.6; 41; 868; 182.432; 685.568
12.07.2009 13:00:00; 25.4; 39; 826; 201.602; 624.398
12.07.2009 14:00:00; 26.1; 41; 707; 245.737; 461.263
12.07.2009 15:00:00; 26.3; 40; 697; 139.822; 557.178
12.07.2009 16:00:00; 26.9; 38; 505; 181.678; 323.322
12.07.2009 17:00:00; 26.3; 38; 322; 171.857; 150.143
12.07.2009 18:00:00; 24.3; 40; 161; 120.925; 40.0746
12.07.2009 19:00:00; 23.1; 44; 22; 21.2288; 0.771156
12.07.2009 20:00:00; 21.2; 51; 0; 0; 0
