Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
mperature [C]; Relative Humidity [%]; Global Horizontal Radiation [W/m2];  Diffuse Horizontal Radiation [W/m2]; Direct Horizontal Radiation [W/m2]
23.01.2010 11:00:00; -6.7; 71; 263; 150.795; 112.205
23.01.2010 12:00:00; -6; 70; 312; 146.59; 165.41
23.01.2010 13:00:00; -5.8; 70; 304; 135.932; 168.068
23.01.2010 14:00:00; -6.4; 70; 222; 130.474; 91.5261
23.01.2010 15:00:00; -6.9; 72; 98; 89.6379; 8.36212
23.01.2010 16:00:00; -8; 75; 14; 13.5434; 0.456604
23.01.2010 17:00:00; -8.9; 77; 0; 0; 0
23.01.2010 18:00:00; -9.6; 80; 0; 0; 0
23.01.2010 19:00:00; -10.5; 83; 0; 0; 0
23.01.2010 20:00:00; -11.1; 85; 0; 0; 0
23.01.2010 21:00:00; -10.8; 86; 0; 0; 0
23.01.2010 22:00:00; -10.4; 86; 0; 0; 0
23.01.2010 23:00:00; -10.9; 87; 0; 0; 0
24.01.2010 00:00:00; -11.6; 88; 0; 0; 0
24.01.2010 01:00:00; -11.5; 89; 0; 0; 0
24.01.2010 02:00:00; -12; 89; 0; 0; 0
24.01.2010 03:00:00; -11.4; 90; 0; 0; 0
24.01.2010 04:00:00; -10.6; 92; 0; 0; 0
24.01.2010 05:00:00; -10.4; 91; 0; 0; 0
24.01.2010 06:00:00; -10.1; 90; 0; 0; 0
24.01.2010 07:00:00; -9.1; 90; 0; 0; 0
24.01.2010 08:00:00; -8.4; 89; 28; 23.0368; 4.96322
24.01.2010 09:00:00; -7.2; 88; 0; 0; 0
24.01.2010 10:00:00; -5.7; 86; 86; 81.4241; 4.57595
24.01.2010 11:00:00; -4.8; 81; 126; 118.039; 7.96083
24.01.2010 12:00:00; -4.1; 78; 153; 142.063; 10.9368
24.01.2010 13:00:00; -3.9; 79; 121; 113.84; 7.16049
24.01.2010 14:00:00; -4.1; 81; 114; 106.416; 7.58362
24.01.2010 15:00:00; -4.1; 79; 49; 46.9478; 2.05222
24.01.2010 16:00:00; -4.7; 80; 8; 7.85794; 0.142058
24.01.2010 17:00:00; -5.6; 82; 0; 0; 0
24.01.2010 18:00:00; -5.8; 83; 0; 0; 0
24.01.2010 19:00:00; -5.9; 83; 0; 0; 0
24.01.2010 20:00:00; -6.4; 82; 0; 0; 0
24.01.2010 21:00:00; -6.1; 81; 0; 0; 0
24.01.2010 22:00:00; -7; 82; 0; 0; 0
24.01.2010 23:00:00; -7.3; 84; 0; 0; 0
25.01.2010 00:00:00; -7.8; 84; 0; 0; 0
25.01.2010 01:00:00; -7.7; 83; 0; 0; 0
25.01.2010 02:00:00; -7.1; 83; 0; 0; 0
25.01.2010 03:00:00; -7; 83; 0; 0; 0
25.01.2010 04:00:00; -7.5; 83; 0; 0; 0
25.01.2010 05:00:00; -7.6; 83; 0; 0; 0
25.01.2010 06:00:00; -7.3; 82; 0; 0; 0
25.01.2010 07:00:00; -6.9; 82; 0; 0; 0
25.01.2010 08:00:00; -6.2; 81; 67; 11.859; 55.141
25.01.2010 09:00:00; -4.6; 75; 140; 79.8245; 60.1755
25.01.2010 10:00:00; -4.3; 74; 132; 121.336; 10.664
25.01.2010 11:00:00; -4.1; 74; 131; 122.476; 8.52401
25.01.2010 12:00:00; -3.6; 71; 205; 175.45; 29.5502
25.01.2010 13:00:00; -3.6; 70; 184; 165.378; 18.6219
25.01.2010 14:00:00; -3.5; 69; 133; 122.806; 10.1937
25.01.2010 15:00:00; -3.7; 71; 64; 60.563; 3.43704
25.01.2010 16:00:00; -3.8; 72; 8; 7.86443; 0.135568
25.01.2010 17:00:00; -3.9; 71; 0; 0; 0
25.01.2010 18:00:00; -3.9; 70; 0; 0; 0
25.01.2010 19:00:00; -3.9; 70; 0; 0; 0
25.01.2010 20:00:00; -4.1; 70; 0; 0; 0
25.01.2010 21:00:00; -4.3; 71; 0; 0; 0
25.01.2010 22:00:00; -4.6; 71; 0; 0; 0
25.01.2010 23:00:00; -5; 73; 0; 0; 0
26.01.2010 00:00:00; -5.2; 73; 0; 0; 0
26.01.2010 01:00:00; -5.5; 73; 0; 0; 0
26.01.2010 02:00:00; -5.5; 72; 0; 0; 0
26.01.2010 03:00:00; -5.7; 74; 0; 0; 0
26.01.2010 04:00:00; -6; 77; 0; 0; 0
26.01.2010 05:00:00; -6.4; 81; 0; 0; 0
26.01.2010 06:00:00; -6.2; 79; 0; 0; 0
26.01.2010 07:00:00; -6.3; 79; 0; 0; 0
26.01.2010 08:00:00; -6.1; 76; 46; 21.4703; 24.5297
26.01.2010 09:00:00; -5.9; 80; 92; 84.0532; 7.94676
26.01.2010 10:00:00; -5; 80; 178; 135.427; 42.573
26.01.2010 11:00:00; -4.7; 75; 245; 163.259; 81.7412
26.01.2010 12:00:00; -4.1; 70; 298; 163.126; 134.874
26.01.2010 13:00:00; -3.9; 69; 253; 167.301; 85.6988
26.01.2010 14:00:00; -3.8; 66; 191; 143.978; 47.0224
26.01.2010 15:00:00; -4.2; 67; 90; 83.3269; 6.67314
26.01.2010 16:00:00; -5.5; 70; 14; 13.6032; 0.396808
26.01.2010 17:00:00; -6.4; 76; 0; 0; 0
26.01.2010 18:00:00; -6.5; 78; 0; 0; 0
26.01.2010 19:00:00; -6.9; 77; 0; 0; 0
26.01.2010 20:00:00; -7.7; 80; 0; 0; 0
26.01.2010 21:00:00; -8.3; 82; 0; 0; 0
26.01.2010 22:00:00; -8.8; 80; 0; 0; 0
26.01.2010 23:00:00; -9.5; 78; 0; 0; 0
27.01.2010 00:00:00; -10.3; 75; 0; 0; 0
27.01.2010 01:00:00; -11.1; 78; 0; 0; 0
27.01.2010 02:00:00; -11.6; 79; 0; 0; 0
27.01.2010 03:00:00; -11.9; 82; 0; 0; 0
27.01.2010 04:00:00; -12.1; 84; 0; 0; 0
27.01.2010 05:00:00; -12.3; 82; 0; 0; 0
27.01.2010 06:00:00; -13.3; 84; 0; 0; 0
27.01.2010 07:00:00; -12.9; 83; 0; 0; 0
27.01.2010 08:00:00; -11.6; 80; 0; 0; 0
27.01.2010 09:00:00; -9.5; 72; 248; 43.896; 204.104
27.01.2010 10:00:00; -8.1; 66; 340; 60.18; 279.82
27.01.2010 11:00:00; -7.9; 63; 424; 75.048; 348.952
27.01.2010 12:00:00; -7.5; 65; 479; 84.783; 394.217
27.01.2010 13:00:00; -6; 62; 383; 82.3699; 300.63
27.01.2010 14:00:00; -5.4; 60; 279; 111.172; 167.828
27.01.2010 15:00:00; -5.4; 58; 144; 100.259; 43.7409
27.01.2010 16:00:00; -7.7; 67; 23; 21.975; 1.02504
27.01.2010 17:00:00; -9; 72; 0; 0; 0
27.01.2010 18:00:00; -8.3; 67; 0; 0; 0
27.01.2010 19:00:00; -8.4; 67; 0; 0; 0
27.01.2010 20:00:00; -9; 71; 0; 0; 0
27.01.2010 21:00:00; -10.4; 78; 0; 0; 0
27.01.2010 22:00:00; -10.6; 81; 0; 0; 0
27.01.2010 23:00:00; -11.1; 83; 0; 0; 0
28.01.2010 00:00:00; -10.4; 81; 0; 0; 0
28.01.2010 01:00:00; -9.9; 82; 0; 0; 0
28.01.2010 02:00:00; -8.5; 82; 0; 0; 0
28.01.2010 03:00:00; -8; 87; 0; 0; 0
28.01.2010 04:00:00; -8.3; 87; 0; 0; 0
28.01.2010 05:00:00; -7.7; 83; 0; 0; 0
28.01.2010 06:00:00; -6.4; 89; 0; 0; 0
28.01.2010 07:00:00; -1.8; 91; 0; 0; 0
28.01.2010 08:00:00; -1.2; 86; 15; 14.3462; 0.653835
28.01.2010 09:00:00; 0; 76; 54; 51.3497; 2.65029
28.01.2010 10:00:00; -0.2; 77; 92; 86.9918; 5.00824
28.01.2010 11:00:00; 1.1; 68; 218; 170.036; 47.9644
28.01.2010 12:00:00; 1.5; 64; 321; 157.385; 163.615
28.01.2010 13:00:00; 1.7; 64; 342; 126.96; 215.04
28.01.2010 14:00:00; 1.4; 66; 178; 147.234; 30.7658
28.01.2010 15:00:00; 1; 66; 110; 100.248; 9.7524
28.01.2010 16:00:00; 1; 67; 16; 15.5246; 0.475411
28.01.2010 17:00:00; 1; 69; 0; 0; 0
28.01.2010 18:00:00; 1.1; 69; 0; 0; 0
28.01.2010 19:00:00; 0.9; 70; 0; 0; 0
28.01.2010 20:00:00; 0.8; 71; 0; 0; 0
28.01.2010 21:00:00; 0.7; 70; 0; 0; 0
28.01.2010 22:00:00; 0.9; 70; 0; 0; 0
28.01.2010 23:00:00; 0.8; 71; 0; 0; 0
29.01.2010 00:00:00; 0.7; 73; 0; 0; 0
29.01.2010 01:00:00; 0.7; 73; 0; 0; 0
29.01.2010 02:00:00; 1; 74; 0; 0; 0
29.01.2010 03:00:00; 1; 71; 0; 0; 0
29.01.2010 04:00:00; 0.7; 76; 0; 0; 0
29.01.2010 05:00:00; 0.1; 79; 0; 0; 0
29.01.2010 06:00:00; 0.4; 78; 0; 0; 0
29.01.2010 07:00:00; 0.8; 75; 0; 0; 0
29.01.2010 08:00:00; 1.4; 72; 68; 12.036; 55.964
29.01.2010 09:00:00; 2.4; 68; 154; 83.1191; 70.8809
29.01.2010 10:00:00; 2.7; 65; 177; 140.186; 36.8139
29.01.2010 11:00:00; 3.2; 64; 208; 171.192; 36.8078
29.01.2010 12:00:00; 3; 65; 187; 171.428; 15.5719
29.01.2010 13:00:00; 3.5; 60; 230; 176.624; 53.3764
29.01.2010 14:00:00; 3.9; 57; 211; 148.28; 62.7195
29.01.2010 15:00:00; 3.2; 59; 133; 105.117; 27.8831
29.01.2010 16:00:00; 1.8; 63; 20; 19.2872; 0.712825
29.01.2010 17:00:00; 0.9; 65; 0; 0; 0
29.01.2010 18:00:00; -0.6; 73; 0; 0; 0
29.01.2010 19:00:00; 0.2; 70; 0; 0; 0
29.01.2010 20:00:00; 0; 70; 0; 0; 0
29.01.2010 21:00:00; -0.9; 74; 0; 0; 0
29.01.2010 22:00:00; -1; 74; 0; 0; 0
29.01.2010 23:00:00; -0.5; 73; 0; 0; 0
30.01.2010 00:00:00; 0.5; 70; 0; 0; 0
30.01.2010 01:00:00; -0.4; 73; 0; 0; 0
30.01.2010 02:00:00; 0.2; 73; 0; 0; 0
30.01.2010 03:00:00; 0.9; 70; 0; 0; 0
30.01.2010 04:00:00; 1; 69; 0; 0; 0
30.01.2010 05:00:00; 0.7; 71; 0; 0; 0
30.01.2010 06:00:00; 0; 74; 0; 0; 0
30.01.2010 07:00:00; -0.6; 79; 0; 0; 0
30.01.2010 08:00:00; 2.9; 75; 25; 23.35; 1.65
30.01.2010 09:00:00; 2.5; 75; 76; 70.9228; 5.07715
30.01.2010 10:00:00; 3; 73; 124; 115.112; 8.8877
30.01.2010 11:00:00; 3.2; 65; 174; 159.689; 14.311
30.01.2010 12:00:00; 3.1; 60; 179; 164.873; 14.1274
30.01.2010 13:00:00; 3.1; 60; 218; 178.106; 39.8942
30.01.2010 14:00:00; 3.1; 60; 218; 178.106; 39.8942
30.01.2010 15:00:00; 1.3; 61; 0; 48.1186; 1.88137
30.01.2010 16:00:00; 1.3; 61; 0; 0; 0
30.01.2010 17:00:00; 0.5; 64; 0; 0; 0
30.01.2010 18:00:00; 0.4; 65; 0; 0; 0
30.01.2010 19:00:00; -0.3; 69; 0; 0; 0
30.01.2010 20:00:00; -0.2; 69; 0; 0; 0
30.01.2010 21:00:00; -0.3; 70; 0; 0; 0
30.01.2010 22:00:00; -0.3; 69; 0; 0; 0
30.01.2010 23:00:00; -0.2; 66; 0; 0; 0
31.01.2010 00:00:00; -0.3; 66; 0; 0; 0
31.01.2010 01:00:00; -0.4; 67; 0; 0; 0
31.01.2010 02:00:00; -1.1; 68; 0; 0; 0
31.01.2010 03:00:00; -1.2; 71; 0; 0; 0
31.01.2010 04:00:00; -1.1; 73; 0; 0; 0
31.01.2010 05:00:00; -1.4; 75; 0; 0; 0
31.01.2010 06:00:00; -1.6; 77; 0; 0; 0
31.01.2010 07:00:00; -1.7; 75; 0; 0; 0
31.01.2010 08:00:00; -1.8; 73; 37; 32.1256; 4.87439
31.01.2010 09:00:00; -2; 75; 33; 32.0589; 0.941102
31.01.2010 10:00:00; -1.6; 73; 62; 59.8044; 2.19557
31.01.2010 11:00:00; -1; 70; 179; 164.01; 14.9903
31.01.2010 12:00:00; -0.7; 69; 253; 187.44; 65.56
31.01.2010 13:00:00; -0.3; 69; 177; 162.761; 14.2386
31.01.2010 14:00:00; -0.4; 70; 120; 112.308; 7.69156
31.01.2010 15:00:00; -0.7; 70; 50; 48.1186; 1.88137
31.01.2010 16:00:00; -0.9; 64; 9; 8.86661; 0.133395
31.01.2010 17:00:00; -1.1; 60; 0; 0; 0
31.01.2010 18:00:00; -1.8; 60; 0; 0; 0
31.01.2010 19:00:00; -2.3; 61; 0; 0; 0
31.01.2010 20:00:00; -3.1; 64; 0; 0; 0
31.01.2010 21:00:00; -3.5; 65; 0; 0; 0
31.01.2010 22:00:00; -3.5; 69; 0; 0; 0
31.01.2010 23:00:00; -2.9; 70; 0; 0; 0
01.02.2010 00:00:00; -3; 74; 0; 0; 0
01.02.2010 01:00:00; -2.7; 81; 0; 0; 0
01.02.2010 02:00:00; -2.4; 79; 0; 0; 0
01.02.2010 03:00:00; -2.2; 80; 0; 0; 0
01.02.2010 04:00:00; -2.3; 83; 0; 0; 0
01.02.2010 05:00:00; -1.8; 76; 0; 0; 0
01.02.2010 06:00:00; -1.5; 65; 0; 0; 0
01.02.2010 07:00:00; -1.5; 62; 0; 0; 0
01.02.2010 08:00:00; -0.5; 65; 0; 0; 0
01.02.2010 09:00:00; -0.1; 61; 201; 59.3501; 141.65
01.02.2010 10:00:00; 0.5; 62; 298; 93.6695; 204.331
01.02.2010 11:00:00; 0.2; 63; 249; 175.559; 73.4405
01.02.2010 12:00:00; 1.6; 57; 333; 164.354; 168.646
01.02.2010 13:00:00; 2.1; 56; 406; 84.4482; 321.552
01.02.2010 14:00:00; 1; 59; 232; 151.461; 80.5392
01.02.2010 15:00:00; 1; 57; 123; 108.861; 14.1395
01.02.2010 16:00:00; 0.2; 55; 35; 33.0574; 1.94257
01.02.2010 17:00:00; -0.6; 58; 0; 0; 0
01.02.2010 18:00:00; -1; 57; 0; 0; 0
01.02.2010 19:00:00; -1.2; 56; 0; 0; 0
01.02.2010 20:00:00; -1.8; 57; 0; 0; 0
01.02.2010 21:00:00; -0.8; 55; 0; 0; 0
01.02.2010 22:00:00; -1.3; 60; 0; 0; 0
01.02.2010 23:00:00; -1.5; 68; 0; 0; 0
01.02.2010 24:00:00; -1.4; 72; 0; 0; 0
02.02.2010 01:00:00; -1.1; 73; 0; 0; 0
02.02.2010 02:00:00; -1.1; 72; 0; 0; 0
02.02.2010 03:00:00; -1.4; 75; 0; 0; 0
02.02.2010 04:00:00; -1.6; 74; 0; 0; 0
02.02.2010 05:00:00; -1.6; 75; 0; 0; 0
02.02.2010 06:00:00; -1.2; 75; 0; 0; 0
02.02.2010 07:00:00; -0.5; 75; 0; 0; 0
02.02.2010 08:00:00; 0.4; 71; 54; 34.5473; 19.4527
02.02.2010 09:00:00; 0.9; 70; 93; 85.7791; 7.22093
02.02.2010 10:00:00; 1.7; 68; 219; 143.408; 75.5918
02.02.2010 11:00:00; 2.9; 60; 277; 171.502; 105.498
02.02.2010 12:00:00; 1.9; 66; 338; 165.1; 172.9
02.02.2010 13:00:00; 3; 56; 311; 166.294; 144.706
02.02.2010 14:00:00; 2.5; 60; 311; 112.041; 198.959
02.02.2010 15:00:00; 2.4; 55; 177; 107.43; 69.5696
02.02.2010 16:00:00; 1; 58; 42; 39.3036; 2.69636
02.02.2010 17:00:00; 0.6; 60; 0; 0; 0
02.02.2010 18:00:00; 0; 62; 0; 0; 0
02.02.2010 19:00:00; -0.5; 59; 0; 0; 0
02.02.2010 20:00:00; -0.4; 57; 0; 0; 0
02.02.2010 21:00:00; -0.8; 55; 0; 0; 0
02.02.2010 22:00:00; -1.5; 57; 0; 0; 0
02.02.2010 23:00:00; -0.7; 54; 0; 0; 0
03.02.2010 00:00:00; -0.2; 53; 0; 0; 0
03.02.2010 01:00:00; -0.1; 55; 0; 0; 0
03.02.2010 02:00:00; 0.2; 54; 0; 0; 0
03.02.2010 03:00:00; 0.1; 58; 0; 0; 0
03.02.2010 04:00:00; 0.5; 58; 0; 0; 0
03.02.2010 05:00:00; -0.1; 60; 0; 0; 0
03.02.2010 06:00:00; 0; 60; 0; 0; 0
03.02.2010 07:00:00; -0.2; 62; 0; 0; 0
03.02.2010 08:00:00; 0.1; 64; 36; 33.1511; 2.84894
03.02.2010 09:00:00; 0.8; 64; 43; 41.483; 1.51699
03.02.2010 10:00:00; 1.1; 65; 50; 48.6234; 1.37663
03.02.2010 11:00:00; 5; 69; 86; 82.6469; 3.35309
03.02.2010 12:00:00; 5.8; 70; 100; 95.7652; 4.2348
03.02.2010 13:00:00; 5.7; 71; 110; 104.675; 5.32475
03.02.2010 14:00:00; 3.1; 89; 84; 80.372; 3.62804
03.02.2010 15:00:00; 2.7; 91; 34; 33.1749; 0.825102
03.02.2010 16:00:00; 2.3; 92; 9; 8.88054; 0.119463
03.02.2010 17:00:00; 2.2; 90; 0; 0; 0
03.02.2010 18:00:00; 1.7; 92; 0; 0; 0
03.02.2010 19:00:00; 1.9; 91; 0; 0; 0
03.02.2010 20:00:00; 2.1; 90; 0; 0; 0
03.02.2010 21:00:00; 2; 89; 0; 0; 0
03.02.2010 22:00:00; 1.7; 90; 0; 0; 0
03.02.2010 23:00:00; 0.4; 92; 0; 0; 0
04.02.2010 00:00:00; 0.2; 92; 0; 0; 0
04.02.2010 01:00:00; 0; 92; 0; 0; 0
04.02.2010 02:00:00; -0.2; 92; 0; 0; 0
04.02.2010 03:00:00; -0.3; 92; 0; 0; 0
04.02.2010 04:00:00; -0.4; 92; 0; 0; 0
04.02.2010 05:00:00; -0.6; 93; 0; 0; 0
04.02.2010 06:00:00; -0.6; 92; 0; 0; 0
04.02.2010 07:00:00; -1.3; 92; 0; 0; 0
04.02.2010 08:00:00; -0.8; 92; 30; 28.1065; 1.89348
04.02.2010 09:00:00; -0.8; 89; 68; 64.2723; 3.72766
04.02.2010 10:00:00; -0.6; 90; 125; 116.502; 8.49776
04.02.2010 11:00:00; -1.2; 91; 118; 111.754; 6.24582
04.02.2010 12:00:00; -0.8; 90; 144; 135.308; 8.69188
04.02.2010 13:00:00; -1.2; 91; 116; 110.142; 5.85784
04.02.2010 14:00:00; -0.8; 89; 113; 106.517; 6.48296
04.02.2010 15:00:00; -0.4; 85; 88; 82.5678; 5.43215
04.02.2010 16:00:00; -1.2; 81; 22; 21.3106; 0.689409
04.02.2010 17:00:00; -1.4; 82; 0; 0; 0
04.02.2010 18:00:00; -0.8; 79; 0; 0; 0
04.02.2010 19:00:00; -0.7; 78; 0; 0; 0
04.02.2010 20:00:00; -0.2; 75; 0; 0; 0
04.02.2010 21:00:00; -0.4; 77; 0; 0; 0
04.02.2010 22:00:00; -0.1; 77; 0; 0; 0
04.02.2010 23:00:00; -0.1; 76; 0; 0; 0
05.02.2010 00:00:00; -0.2; 77; 0; 0; 0
05.02.2010 01:00:00; -0.1; 76; 0; 0; 0
05.02.2010 02:00:00; -0.3; 76; 0; 0; 0
05.02.2010 03:00:00; -0.4; 76; 0; 0; 0
05.02.2010 04:00:00; -0.3; 77; 0; 0; 0
05.02.2010 05:00:00; -0.2; 77; 0; 0; 0
05.02.2010 06:00:00; -0.1; 77; 0; 0; 0
05.02.2010 07:00:00; 0.4; 78; 0; 0; 0
05.02.2010 08:00:00; 1; 79; 29; 27.3053; 1.69467
05.02.2010 09:00:00; 0.9; 79; 60; 57.1486; 2.85135
05.02.2010 10:00:00; 1.5; 79; 68; 65.5165; 2.48353
05.02.2010 11:00:00; 2.1; 77; 92; 88.2438; 3.75619
05.02.2010 12:00:00; 2.8; 76; 97; 93.0964; 3.90364
05.02.2010 13:00:00; 3.1; 75; 123; 116.485; 6.51527
05.02.2010 14:00:00; 2.7; 76; 88; 84.1176; 3.88237
05.02.2010 15:00:00; 3.6; 77; 145; 118.642; 26.3577
05.02.2010 16:00:00; 2.6; 81; 33; 31.5005; 1.49946
05.02.2010 17:00:00; 2; 83; 0; 0; 0
05.02.2010 18:00:00; 0.7; 86; 0; 0; 0
05.02.2010 19:00:00; 1; 84; 0; 0; 0
05.02.2010 20:00:00; 0.4; 83; 0; 0; 0
05.02.2010 21:00:00; 0.4; 83; 0; 0; 0
05.02.2010 22:00:00; 0.6; 82; 0; 0; 0
05.02.2010 23:00:00; 0.4; 83; 0; 0; 0
06.02.2010 00:00:00; 0.3; 83; 0; 0; 0
06.02.2010 01:00:00; 0.3; 81; 0; 0; 0
06.02.2010 02:00:00; 0.5; 79; 0; 0; 0
06.02.2010 03:00:00; 0.6; 75; 0; 0; 0
06.02.2010 04:00:00; 0.7; 69; 0; 0; 0
06.02.2010 05:00:00; 0.6; 69; 0; 0; 0
06.02.2010 06:00:00; 0.7; 69; 0; 0; 0
06.02.2010 07:00:00; 0.7; 68; 0; 0; 0
06.02.2010 08:00:00; 0.8; 66; 30; 28.2617; 1.73832
06.02.2010 09:00:00; 1.2; 62; 67; 63.507; 3.49297
06.02.2010 10:00:00; 1.6; 60; 96; 91.1121; 4.88793
06.02.2010 11:00:00; 2.2; 56; 146; 136.642; 9.35833
06.02.2010 12:00:00; 2.5; 56; 172; 159.852; 12.148
06.02.2010 13:00:00; 2.7; 53; 128; 121.02; 6.97975
06.02.2010 14:00:00; 2.8; 57; 105; 99.5419; 5.45811
06.02.2010 15:00:00; 2.5; 59; 63; 60.3097; 2.69026
06.02.2010 16:00:00; 2.1; 62; 16; 15.659; 0.341038
06.02.2010 17:00:00; 1.7; 64; 0; 0; 0
06.02.2010 18:00:00; 1.9; 63; 0; 0; 0
06.02.2010 19:00:00; 1.9; 63; 0; 0; 0
06.02.2010 20:00:00; 1.4; 67; 0; 0; 0
06.02.2010 21:00:00; -0.2; 65; 0; 0; 0
06.02.2010 22:00:00; -0.9; 64; 0; 0; 0
06.02.2010 23:00:00; -2.2; 69; 0; 0; 0
07.02.2010 00:00:00; -3; 70; 0; 0; 0
07.02.2010 01:00:00; -3; 71; 0; 0; 0
07.02.2010 02:00:00; -4; 72; 0; 0; 0
07.02.2010 03:00:00; -4.2; 73; 0; 0; 0
07.02.2010 04:00:00; -4.4; 74; 0; 0; 0
07.02.2010 05:00:00; -4.2; 74; 0; 0; 0
07.02.2010 06:00:00; -3.9; 72; 0; 0; 0
07.02.2010 07:00:00; -3.8; 71; 0; 0; 0
07.02.2010 08:00:00; -3.7; 71; 27; 25.6494; 1.35065
07.02.2010 09:00:00; -3.7; 79; 97; 89.8079; 7.19215
07.02.2010 10:00:00; -3.4; 81; 179; 154.707; 24.2926
07.02.2010 11:00:00; -4; 71; 131; 123.547; 7.45304
07.02.2010 12:00:00; -3.5; 69; 185; 171.091; 13.9091
07.02.2010 13:00:00; -3; 67; 205; 187.29; 17.7102
07.02.2010 14:00:00; -2.5; 64; 206; 167.434; 38.5664
07.02.2010 15:00:00; -3.3; 69; 96; 89.858; 6.14199
07.02.2010 16:00:00; -3.8; 72; 29; 27.9151; 1.08487
07.02.2010 17:00:00; -4; 71; 0; 0; 0
07.02.2010 18:00:00; -3.9; 69; 0; 0; 0
07.02.2010 19:00:00; -4.4; 71; 0; 0; 0
07.02.2010 20:00:00; -4.9; 71; 0; 0; 0
07.02.2010 21:00:00; -4.9; 70; 0; 0; 0
07.02.2010 22:00:00; -4.8; 70; 0; 0; 0
07.02.2010 23:00:00; -5; 70; 0; 0; 0
08.02.2010 00:00:00; -5.1; 72; 0; 0; 0
08.02.2010 01:00:00; -5.2; 72; 0; 0; 0
08.02.2010 02:00:00; -5; 74; 0; 0; 0
08.02.2010 03:00:00; -5; 76; 0; 0; 0
08.02.2010 04:00:00; -5.2; 79; 0; 0; 0
08.02.2010 05:00:00; -5.4; 81; 0; 0; 0
08.02.2010 06:00:00; -5.3; 83; 0; 0; 0
08.02.2010 07:00:00; -5.6; 82; 0; 0; 0
08.02.2010 08:00:00; -5.5; 79; 85; 37.3894; 47.6106
08.02.2010 09:00:00; -4.9; 74; 265; 46.905; 218.095
08.02.2010 10:00:00; -4.2; 69; 329; 98.6682; 230.332
08.02.2010 11:00:00; -3.8; 67; 368; 143.06; 224.94
08.02.2010 12:00:00; -4; 66; 305; 198.399; 106.601
08.02.2010 13:00:00; -3.4; 65; 282; 194.093; 87.9068
08.02.2010 14:00:00; -3.9; 63; 220; 169.858; 50.1423
08.02.2010 15:00:00; -4.6; 64; 126; 115.595; 10.4047
08.02.2010 16:00:00; -5; 64; 30; 28.8749; 1.1251
08.02.2010 17:00:00; -6; 68; 0; 0; 0
08.02.2010 18:00:00; -5.3; 68; 0; 0; 0
08.02.2010 19:00:00; -5; 66; 0; 0; 0
08.02.2010 20:00:00; -4.9; 66; 0; 0; 0
08.02.2010 21:00:00; -4.9; 67; 0; 0; 0
08.02.2010 22:00:00; -4.9; 66; 0; 0; 0
08.02.2010 23:00:00; -4.9; 67; 0; 0; 0
09.02.2010 00:00:00; -5; 67; 0; 0; 0
09.02.2010 01:00:00; -5.2; 71; 0; 0; 0
09.02.2010 02:00:00; -5.4; 72; 0; 0; 0
09.02.2010 03:00:00; -5.5; 74; 0; 0; 0
09.02.2010 04:00:00; -5.6; 74; 0; 0; 0
09.02.2010 05:00:00; -5.7; 76; 0; 0; 0
09.02.2010 06:00:00; -5.6; 77; 0; 0; 0
09.02.2010 07:00:00; -5.5; 79; 0; 0; 0
09.02.2010 08:00:00; -5.2; 82; 25; 23.9321; 1.06787
09.02.2010 09:00:00; -4.2; 81; 41; 39.7601; 1.23985
09.02.2010 10:00:00; -3.6; 83; 62; 60.0376; 1.9624
09.02.2010 11:00:00; -2.7; 78; 74; 71.673; 2.327
09.02.2010 12:00:00; -2.3; 75; 90; 86.7757; 3.22427
09.02.2010 13:00:00; -2.1; 73; 78; 75.491; 2.50904
09.02.2010 14:00:00; -2.2; 71; 54; 52.6095; 1.39048
09.02.2010 15:00:00; -2.5; 74; 22; 21.688; 0.311982
09.02.2010 16:00:00; -2.8; 75; 6; 5.95635; 0.043647
09.02.2010 17:00:00; -2.7; 75; 0; 0; 0
09.02.2010 18:00:00; -2.6; 75; 0; 0; 0
09.02.2010 19:00:00; -2.7; 76; 0; 0; 0
09.02.2010 20:00:00; -2.8; 78; 0; 0; 0
09.02.2010 21:00:00; -2.9; 79; 0; 0; 0
09.02.2010 22:00:00; -2.8; 80; 0; 0; 0
09.02.2010 23:00:00; -2.6; 80; 0; 0; 0
10.02.2010 00:00:00; -2.6; 81; 0; 0; 0
10.02.2010 01:00:00; -2.6; 82; 0; 0; 0
10.02.2010 02:00:00; -2.8; 82; 0; 0; 0
10.02.2010 03:00:00; -2.9; 83; 0; 0; 0
10.02.2010 04:00:00; -2.9; 83; 0; 0; 0
10.02.2010 05:00:00; -2.9; 83; 0; 0; 0
10.02.2010 06:00:00; -2.8; 82; 0; 0; 0
10.02.2010 07:00:00; -2.5; 82; 0; 0; 0
10.02.2010 08:00:00; -2.5; 86; 19; 18.407; 0.592971
10.02.2010 09:00:00; -2.3; 86; 32; 31.2581; 0.741881
10.02.2010 10:00:00; -1.8; 89; 74; 71.2401; 2.75994
10.02.2010 11:00:00; -1.6; 89; 117; 111.246; 5.75379
10.02.2010 12:00:00; -0.7; 88; 158; 148.166; 9.83443
10.02.2010 13:00:00; -0.1; 86; 163; 152.161; 10.8394
10.02.2010 14:00:00; -0.2; 84; 103; 98.0034; 4.99659
10.02.2010 15:00:00; -0.5; 86; 37; 36.1319; 0.868071
